"id","job_title","company_name","location","job_url","salary_info","job_description","source_site","scraped_at"
24,"Senior Full-stack Developer","Lemon.io","New York, NY","https://weworkremotely.com/remote-jobs/lemon-io-senior-full-stack-developer-4",NULL,"Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io — the marketplace that connects you with hand-picked startups in the US and Europe.
What we offer:
The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers.
No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.
We'll manually find the best project for you according to your skills and preferences.
Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.
We respect your seniority so you can expect no micromanagement or screen trackers.
Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah?
We will support you from the time you submit the application throughout all cooperation stages.
Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.
Through our community, we will connect you with the best developers from more than 50 countries.
We have several Senior React Full-Stack positions available. Here are the general requirements for these roles.
Senior React & Python Position
4+ years of software development experience.
3+ years of commercial experience with React.js and Python.
Experience with AWS, GCP, or Azure is required.
Experience with Next.js, Node.js, Django, TypeScript, or AI is a strong plus.
Other requirements:
Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.
Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.
Strong self-organizational skills — ability to work full-time remotely with no supervision.
Reliability — we want to trust you and expect that you won’t let us and the client down.
Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.
Sounds good for you? Apply now and join the Lemon.io community!
NOT YOUR TECH STACK?
We have multiple projects available for Senior Developers. If you have 4+ years of commercial software development experience and are proficient in any of the following areas — AI Engineering, React & Node, Golang, Python & LLM, React Native & Node, Blockchain, Svelte & TypeScript, Svelte & Node, Svelte & Python, or Shopify & JavaScript — we’d be happy to connect and match you with a suitable project.
If your experience matches our requirements, be ready for the next steps:
VideoAsk — watch a short video about our startup, up to 10 minutes
Complete your profile on our website
30-minute screening call
Technical interview
Feedback
Magic Box (we are looking for the best project for you).
We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.
P.S. We work with developers from 50+ countries in different regions: Europe, LATAM, the U.S (if you are an owner of W-9 ben form), Canada, Asia (Philippines, Indonesia), Oceania (Australia, New Zealand, Papua New Guinea), and the the UK. However, we have some exceptions.
At the moment, we don’t have a legal basis to accept applicants from the following countries:
European: Iceland, Liechtenstein, Kosovo, Belarus, Russia, and Serbia.
Latin America: Cuba and Nicaragua
Most Asian countries and Africa.
We expand and shorten the list of exemptions regularly.
We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.
Do you represent a company with engineers who match the description and want to collaborate with us through staff augmentation? Then register here.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
25,"Xpedition ECAD Layout Designer - Remote with Security Clearance","The Computer Merchant, Ltd.","Arizona","https://weworkremotely.com/remote-jobs/the-computer-merchant-ltd-xpedition-ecad-layout-designer-remote-with-security-clearance-1",NULL,"Job Title : Xpedition ECAD Layout Designer - Remote Location: Remote - USA Wage Range: 60-65 Job Number: 25-02954 Job Description: Our client, a large defense contractor, has an immediate opening for a Xpedition ECAD Layout Designer to work remote from the USA. The Senior Advanced Electrical Computer-aided Design (ECAD) Designer opening provides an opportunity to develop the cutting-edge technology that supports some of our nation's fundamental defense services. GDMS employees work closely with esteemed clients to develop solutions that allow them to carry out high-stakes national security missions. The selected candidate will work with collaborative teams to design, develop and manage CAD software solutions for our client. In addition to receiving a competitive salary and generous health and personal benefits, the Senior Computer-aided Design Software Engineer will enhance their skill set by working among a talented and technically accomplished group of colleagues. The employee will also enjoy a flexible work environment where contributions are recognized and rewarded. The Senior Electrical Computer-aided Design Engineer will possess a thorough understanding of the design and documentation requirements for Printed Circuit boards. In addition, the qualified candidate must be experienced in generating printed board designs for digital signal processing, hi-frequency radio frequency designs, and understand routing principles relating to hi-speed routing and interference design. Candidate must have: Experience Xpedition VX2.13 or higher Multi-layer experience up to 20 layers Knowledge of PCB design and fabrication details Experience working in an Integrated Product Team environment Extensive experience in design, drafting, detailing and packaging of PCB board layout designs that include, but are not limited to symbol, cell and footprint generation, PCB layout, PCB electronic packaging, PCB drawing generation Experience troubleshoot design data and configuration problems with outside vendors Ability to multi-task and handle numerous jobs simultaneously. Qualifications: Bachelor's degree in a related specialized area or field or equivalent is required plus a minimum of 8 years of relevant experience; or Master's degree plus a minimum of 6 years of relevant experience. Due to the nature of work performed within our facilities, U.S. citizenship is required. Additional Responsibilities Deliver innovative, flexible, integrated solutions to meet changing business needs in PCB design. Support and engage in programs, projects and practices behind the our client's culture and strategy, and comply with all policies and procedures. Follow industry and department trends and developments to ensure our client's services are consistent with, and/or superior to, industry best practices. Candidates should demonstrate sophisticated problem solving skills, as well as an ability to design, develop and implement innovative client solutions. Equal opportunity employer as to all protected groups, including protected veterans and individuals with disabilities While an hourly range is posted for this position, an eventual hourly rate is determined by a comprehensive salary analysis which considers multiple factors including but not limited to: job-related knowledge, skills and qualifications, education and experience as compared to others in the organization doing substantially similar work, if applicable, and market and business considerations. Benefits offered include medical, dental and vision benefits; dependent care flexible spending account; 401(k) plan; voluntary life/short term disability/whole life/term life/accident and critical illness coverage; employee assistance program; sick leave in accordance with regulation. Benefits may be subject to generally applicable eligibility, waiting period, contribution, and other requirements and conditions.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
26,"Senior Fullstack Developer","Proxify AB","Sweden","https://weworkremotely.com/remote-jobs/proxify-ab-senior-fullstack-developer-2",NULL," The Role:
 We are looking for a Senior Fullstack Developer skilled in React.js and Node.js for one of our clients. You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products.
 What we are looking for:
 5+ years experience as a Fullstack Developer.
Backend experience with:
Node.js
Microservices architecture
Database experience with:
SQL
MongoDB
Intermediate-advanced English
 Nice-to-have: 
Located in CET timezone (+/- 3 hours).
Database Architecture knowledge.
 Responsibilities:
Ability to build libraries and frameworks of reusable efficient code.
Competence in designing and implementing low-latency, stable and performing applications.
Capacity to effectively collaborate with other team members and stakeholders remotely.
Ability to implement data protection systems.
Competence in data storage solutions.


What we offer:
 Get paid, not played
No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options.


Predictable project hours
Enjoy a harmonious work-life balance with consistent 8-hour working days with clients.


Flex days, so you can recharge
Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify.


Career-accelerating positions at cutting-edge companies
Discover exclusive long-term remote positions at the world's most exciting companies.


Hand-picked opportunities just for you
Skip the typical recruitment roadblocks and biases with personally matched positions.


One seamless process, multiple opportunities
A one-time contracting process for endless opportunities, with no extra assessments.


Compensation
Enjoy the same pay, every month with positions landed through Proxify.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
27,"Senior Full Stack Engineer","Sonix","San Franscisco, CA","https://weworkremotely.com/remote-jobs/sonix-senior-full-stack-engineer","$100,000 or more USD","About Sonix
Sonix is building the world's most advanced transcription, translation and AI analysis platform. Trusted by millions of users worldwide, we're profitable with no outside investment. No meetings for the sake of meetings. No middle managers. No corporate theater. You’ll get the freedom to do deep work, the clarity to own your projects, and a team that respects your time, space, and brainpower. 
Why This Role is Different
High Impact, High Autonomy: You'll report directly to the CTO and have significant ownership over your work. We have a low-meeting environment, so you can focus on what you do best: building.
Profitable & Stable: We're not burning through venture capital. We’re a real business with a proven product and a loyal customer base.
Work on Interesting Challenges: Help us scale our platform to handle even more users, improve the accuracy of our transcription and translation services, and build out new features that our customers love.
A Culture of Shipping: We value getting great products into the hands of our users. We're pragmatic and care more about making an impact than chasing perfection.
What You'll Do
Build, ship, and maintain core features across our Rails and React codebase.
Take ownership of projects from the initial idea through to production.
Collaborate with the CTO on scoping and architectural decisions.
Help us maintain a clean, performant, and testable codebase as we scale.
Work on projects like improving our API, integrations, and security.
Work with the support team to investigate bugs and turn those insights into meaningful product improvements.
Our Tech Stack
Backend: Ruby on Rails 7, Sidekiq, PostgreSQL, Redis
Frontend: React
Infrastructure: AWS
What We're Looking For
Experience: 5+ years of professional experience in software development, with a strong background in both Ruby on Rails and React.
Independence: You're a self-starter who can take a project and run with it. You're comfortable with ambiguity and can figure things out on your own.
Product Mindset:You have good judgment when it comes to product decisions and can weigh the trade-offs between speed and quality.
Team Player:You're comfortable wearing multiple hats and enjoy working in a small, collaborative team.
AI-Assisted Development:You embrace modern AI tools to work smarter, treating them as a core part of your toolkit for building and shipping high-quality code.
The Details
Salary: We want top talent so we pay top dollar.
Benefits:
Health, dental, and vision insurance
A flexible, remote-first work environment.
Location: Remote, based in the US or Canada","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
28,"Senior Independent Software Developer ($90-$170/hr)","A.Team","NYC, SF, and TLV","https://weworkremotely.com/remote-jobs/a-team-senior-independent-software-developer-90-170-hr",NULL,"Imagine choosing your projects, collaborating with the best, and keeping every dollar you earn.


At A·Team, we’ve turned this vision into reality for top-tier independent software builders. Since May 2020, A·Teamers have earned over $108 million working on high-impact projects for companies backed by a16z, YC, Insight Partners, Tiger Global, Softbank, General Catalyst, and more.


Why A·Team?

High-paying, meaningful missions: Earn $90-$170/hr with over 500 companies—from trailblazing startups like Sightful, D-ID, and Apprentice to enterprise innovators like Lyft, Google X, and HCA.
Collaborate with trusted peers: Work in small, elite teams for high-impact projects, ensuring top-tier collaboration.
Full autonomy: Choose projects that excite you. Join when you're ready, and take breaks as needed.
Exclusive gatherings: Participate in off-the-record events and connect with top builders.
Transparent earnings: Keep 100% of your rate.

How to Join:

Visit A·Team Application and mention WWR under ""how you heard about A·Team."" No cover letter needed – we value your portfolio.


What to Expect:

As an A·Teamer, you’ll be invited to projects matching your interests. Work with startups, well-funded companies, or non-tech giants, building ambitious software from scratch in 3-4 person teams. Scope, strategize, and execute, often guiding clients who need direction.


Who We're Looking For:
Senior developers who left large companies to pursue their craft with autonomy.
Those preferring consistent contract work over full-time roles, eager to create innovative products with other top-tier builders.
Independent workers, full-time employees exploring client work, bootstrapping side projects, or searching for their next big thing.

Not for:
People seeking small gigs.
Builders focused on simple WordPress/Wix/Squarespace sites.
Early-career professionals and recent grads.

Our Vision:

A·Team is for the ""unhirables"" – exceptional builders whom traditional companies can’t hire full-time. We empower you to do meaningful work with your favorite people in small, autonomous, expert teams.

A.Team is forging a new vision for the future of work that’s backed by $60M in funding from investors like Insight Partners, Tiger Global, and Spruce House, future-of-work pioneers like Adam Grant, Dan Ariely and Joseph Fuller, cultural leaders like Jay-Z’s RocNation, and founders and execs from CAA, Apollo, Upwork, Fiverr, and SpaceX.

Ready to join a team where your talent is valued, and your work is meaningful? Apply now and start your next great mission with A·Team.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
29,"Senior Full-Stack Software Engineer (Remote)","Skedda","Boston","https://weworkremotely.com/remote-jobs/skedda-senior-full-stack-software-engineer-remote-1","$75,000 - $99,999 USD","Compensation: $75,000 to $85,000 USD per year (Depending on experience and qualifications)
__________________________________________________________________________
Skedda is a leading global booking management platform dedicated to streamlining venue and space reservations and scheduling. We serve over 7,000 customers and nearly two million users across the world. Today, the product includes functionality such as floor plan visualizations, venue booking, pricing and payments capabilities, and utilization reports and analytics. Skedda has won awards from G2, Capterra, and SoftwareAdvice.
We are seeking a senior full-stack developer to take on a key role in delivering new features across the stack, from concept to launch. This role involves owning the technical aspects of projects, implementing full test automation, and solving complex, interesting challenges. You will research, test, and implement new technologies while collaborating closely with the team on design, coding standards, and best practices. 
Responsibilities
Provide senior-level implementation for new features across the full-stack
Implement full test automation for your work (we have a culture of ownership and quality)
Own projects from a technical perspective, from conceptualization to launch
Solve complex, but fun, technical challenges
Research, propose, test, and implement new techniques and technologies
Collaborate with team members on design techniques and coding standards
Skills & Experience
7+ years of full stack development with C# and .NET/Core (ideally SaaS products)
Strong experience with front end JavaScript frameworks
Strong experience developing Web APIs
Strong SQL skills (SQL Server preferred)
Strong TDD and test automation skills (both unit and integration testing)
Hands-on experience with Azure Cloud
Azure DevOps experience is a plus
About you
You honor your word and own whatever you take on
You love to build intuitive software
You make mistakes and learn fast
You like small teams
You’re not afraid to ask questions
You pay attention to detail
You want to make a difference in the real world
You’re self-driven
You follow your intuition and sync when needed
You strive for excellence in everything you do
Benefits
Competitive salary, benefits package, and paid time off
Compensation:
The salary for this position is competitive, with a range of $75,000 to $85,000 USD per year, depending on experience and qualifications.
Flexible schedule 
Creative and collaborative work environment
Direct exposure to the leadership team across departments
Be empowered to leave a significant mark on the product and the customers
A thorough, organized engineering onboarding process for quick learning
Hardware of your choice - PC or Mac
Develop with the latest platforms, frameworks, tooling and standards
Work in, and maintain, a near zero technical debt environment
Enjoy not having to support IE or Safari < 13
Our Tech Stack: Azure, .NET 8.x, C# 12, Ember.js 5.7 (Octane), Bootstrap 5.x,Selenium, Entity Framework 8.x, SQL Server 2022, Azure DevOps, ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
30,"Senior Full-Stack Engineer","Uncap","Chicago","https://weworkremotely.com/remote-jobs/uncap-senior-full-stack-engineer","$100,000 or more USD","We’re building a next-generation SaaS platform that combines agentic AI with B2B eCommerce to transform how sales teams operate—starting with seamless integration into the Shopify platform.
As our first core engineering hire, you’ll lead the end-to-end development of the application. You’ll implement AI workflows, build scalable APIs, and deliver a powerful interface that helps B2B companies streamline sales, discovery, and experience through intelligent automation.
While the initial integration is focused on Shopify, the vision extends to supporting multiple commerce platforms over time.
What You'll Do
Build and maintain the core web application: frontend, backend, and AI orchestration.
Develop features that assist B2B sellers with product discovery and customer interactions.
Integrate with Shopify’s APIs to ingest product data, manage orders, and support complex B2B workflows.
Implement a flexible architecture to support future integrations with other eCommerce and ERP platforms.
Set up multi-tenant SaaS functionality, user management, authentication, and billing.
Deploy, monitor, and scale the application in a secure cloud environment.
Collaborate directly with the founder on roadmap, prioritization, and execution.
️ What You'll Bring
Must-Have Skills:
✅ 5+ years of experience as a full-stack or backend engineer.
✅ Proven ability to build scalable, production-ready web applications.
✅ Experience working with APIs, webhooks, and data from third-party platforms (preferably Shopify or similar).
✅ Familiarity with integrating AI/ML capabilities into software products.
✅ Strong sense of ownership and ability to work independently in a startup environment.
Nice to Have:
✅ Experience with eCommerce platforms (Shopify, BigCommerce, Magento, etc.)
✅ Knowledge of vector databases, embeddings, and agent-based AI workflows.
✅ Exposure to B2B or enterprise SaaS products.
✅ Comfort with cloud infrastructure and CI/CD pipelines.
Why Join Us?
Work with the industry leaders of B2B eCommerce and help define the future of intelligent selling.
Be the founding engineer of a high-impact AI product in a massive B2B commerce space.
Help shape the future of intelligent selling, starting with Shopify and expanding far beyond.
Own your work, ship fast, and see your impact immediately.
Work remotely with autonomy, flexibility, and purpose.
Long-term opportunity to grow into a leadership or CTO role.
Competve Salary and Bonus Structure
Employment Type
Full-time (contract or employee)
Competitive base salary based on experience
Bonus structure ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
31,"Javascript Fullstack Engineer - Senior","Lumenalta","New York","https://weworkremotely.com/remote-jobs/lumenalta-javascript-fullstack-engineer-senior","$50,000 - $74,999 USD","A career at Lumenalta means the freedom to continue your tech career on your terms. Build exceptional things from wherever you might be.

At Lumenalta, we create impactful software solutions that drive innovation and transform businesses. Since 2000, we’ve partnered with visionary leaders to build cutting-edge tech, solve complex challenges, and deliver results faster through our elite teams and tech-driven approach. Join us in shaping the future of technology.

With over 20 years of fully remote experience, Lumenalta offers:
Fully remote work
Rapid growth opportunities
Self-Improvement
Industry-leading clients
Nurturing engineers’ career paths
What You Will Work On
Collaborate with visionary enterprise clients
Create transformative digital products
Learn how to handle difficult situations
Tackle complex challenges at scale
Push boundaries with emerging technologies
Requirements
Expertise in React, Node, Express, Mongo, SQL
We have a 2-hour assessment
High-level English proficiency (written & verbal)
Show up as a proactive, team-oriented self-starter on Zoom
Why Lumenalta?
Work on meaningful, impactful projects.
Collaborate with a talented, supportive team
Enjoy a flexible, remote-first environment
Join a company that values your growth
If you’re a passionate, career-focused developer ready to make a lasting impact, we want to hear from you!
What's it like to work at Lumenalta?
Ongoing recruitment – no set deadline.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
32,"Senior iOS Security Engineer - EMEA","Fingerprint","Chicago, IL","https://weworkremotely.com/remote-jobs/fingerprint-senior-ios-security-engineer-emea","$100,000 or more USD"," We’re looking for a Senior iOS Engineer with a strong background in Information Security to join our Mobile team. This is a high-impact role at the intersection of mobile engineering and security, where you’ll help shape the future of mobile device intelligence and fraud prevention.
You’ll be a key contributor to our iOS SDKs—building cutting-edge detection signals, optimizing performance, and delivering an exceptional developer experience. You'll also collaborate closely with product managers, backend engineers, and data analysts to drive innovation through new methodologies and data-informed decisions.
What You’ll Do:
Lead the development and evolution of our iOS products:
Fingerprint iOS PRO SDK – Design and implement detection signals; improve performance, stability, and reliability.
Fingerprint iOS OSS SDK & Showcase App – Maintain and advance our open-source offerings.
Fingerprint Device Intelligence Demo App – Build new features and implement UI screens from Figma designs using SwiftUI.
Research and prototype new methodologies that enhance our fraud prevention capabilities, efficiency, and technical edge.
Conduct post-deployment analysis on collected data and collaborate on improving server-side logic and detection systems.
Work cross-functionally with backend engineers, PMs, and security researchers to deliver impactful features end-to-end.

What We’re Looking For:
5+ years of hands-on iOS development experience in a senior-level capacity.
Located in EMEA
Strong foundation in Information Security, with prior experience as an iOS engineer in a security-focused organization or on a security-centric product.

Demonstrated ability to build native iOS applications and SDKs from the ground up.
Proficiency in Swift and the iOS SDK; hands-on experience with SwiftUI for UI development.
Experience building tools for other developers is a strong plus.
Data-savvy mindset with a comfort level working with product and data teams.
Excellent written and verbal communication skills; thrive in a remote-first, async team environment.
Nice to Have:
Experience with GitHub Actions
Familiarity with obfuscation techniques
Open-source contributions—share your GitHub profile if applicable.
Interest in expanding into backend development, such as writing backend detection logic.
Engagement in the InfoSec community through conference speaking, writing, or active participation.
  ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
33,"Senior Full-stack Developer","Lemon.io","New York, NY","https://weworkremotely.com/remote-jobs/lemon-io-senior-full-stack-developer-3",NULL,"Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io — the marketplace that connects you with hand-picked startups in the US and Europe.
What we offer:
The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers.
No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best.
We'll manually find the best project for you according to your skills and preferences.
Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours.
We respect your seniority so you can expect no micromanagement or screen trackers.
Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah?
We will support you from the time you submit the application throughout all cooperation stages.
Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do.
Through our community, we will connect you with the best developers from more than 50 countries.
We have several Senior React Full-Stack positions available. Here are the general requirements for these roles.
Senior React Native & Node.js Position - Mobile Developer:
4+ years of software development experience.
3+ years of commercial experience with React Native and Node.js.
Experience with TypeScript is required.
Experience with Firebase or AI is a strong plus.
Senior Node & React Position - Full-stack Developer:
5+ years of software development experience.
5+ years of commercial experience with React.js and Node.js.
Experience with Next.js, TypeScript, AWS, and Supabase is required.
Other requirements:
Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture.
Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls.
Strong self-organizational skills — ability to work full-time remotely with no supervision.
Reliability — we want to trust you and expect that you won’t let us and the client down.
Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.
Sounds good for you? Apply now and join the Lemon.io community!
NOT YOUR TECH STACK?
We have multiple projects available for Senior Developers. If you have 4+ years of commercial software development experience and are proficient in any of the following areas — AI Engineering, React & Python, Data Engineering, Python & LLM, Blockchain, Game Development, Svelte & TypeScript, Svelte & Node, Svelte & Python, or Shopify & JavaScript — we’d be happy to connect and match you with a suitable project.
If your experience matches our requirements, be ready for the next steps:
VideoAsk — watch a short video about our startup, up to 10 minutes
Complete your profile on our website
30-minute screening call
Technical interview
Feedback
Magic Box (we are looking for the best project for you).
We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.
P.S. We work with developers from 50+ countries in different regions: Europe, LATAM, the U.S (if you are an owner of W-9 ben form), Canada, Asia (Philippines, Indonesia), Oceania (Australia, New Zealand, Papua New Guinea), and the the UK. However, we have some exceptions.
At the moment, we don’t have a legal basis to accept applicants from the following countries:
European: Iceland, Liechtenstein, Kosovo, Belarus, Russia, and Serbia.
Latin America: Cuba and Nicaragua
Most Asian countries and Africa.
We expand and shorten the list of exemptions regularly.
We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire.
Do you represent a company with engineers who match the description and want to collaborate with us through staff augmentation? Then register here.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
34,"Software Engineer, Business Experience","CodeSignal","San Francisco","https://weworkremotely.com/remote-jobs/codesignal-software-engineer-business-experience",NULL,"The Role

We are looking for a Software Engineer who wants to be an impactful part of a small team looking to change the way technical hiring is done. In this role, you will be an integral part of our Product Engineering team and will drive features with immediate business impact to our core products: Assessments, Interviews, and Learn. You’ll be a key member of the team that builds and maintains our identity and authentication systems, tying all of our products together.
To learn more about the kinds of projects we work on, check out our Engineering blog! Some noteworthy projects include:
Why we moved from MongoDB & Meteor observers to Redis
What we learned when 10,000 users hit our platform at once
How to avoid issues with your HTML email formatting
What makes a Signalite?

Signalites are the incredible people who make up CodeSignal’s global team. We believe every Signalite should be given the context to understand decisions, the freedom to act independently, and the responsibility to do what’s right. These principles build upon each other to drive motivation, speed, innovation, and a results-oriented, high-performing culture. We believe that culture is not just about principles, but also behaviors. This belief can be seen and felt in everything we do as Signalites.

Day-to-Day 
Contribute to building product features across the full stack (from the front-end to the back-end to separate microservices)
Develop clean and maintainable code, with an emphasis on quality and craftsmanship
Conduct code reviews and collaborate with your peers
Lead technical design discussions on features where you're able to lend your expertise
Basic Qualifications
At least 4 years of professional, full-time software engineering experience
Clear and effective communication skills
Drive and initiative for getting things done
Experience with TypeScript/JavaScript (browser, Node, or both)
Available to work full-time. Candidates must be based within GMT-GMT+6 timezones.
Bonus Points for the Following
Experience with any part of our stack:
React
Node
MongoDB
GraphQL
Experience with SSO, SCIM or RBAC.
Any experience in a related industry, including assessments, HR tech, or education.
Why You’ll Love It Here
Competitive salaries based on local market
 Medical, dental, and vision insurance
 Team activities and get-togethers to connect with your fellow Signalites
 Unlimited PTO and remote-first work policy
 Continuous learning with educational reimbursements provided
 Equipment provision and generous home office setup stipend
A challenging and fulfilling opportunity to join a fast-growing SaaS company
 We know that great work comes from great, and inclusive teams. At CodeSignal, we specifically look for individuals of varying strengths, skills, backgrounds, and ideas. We believe this gives us a competitive advantage to better serve our customers and helps us all grow as Signalites and individuals. We hire candidates of any race, color, ancestry, religion, sex, national origin, sexual orientation, gender identity, age, marital or family status, disability, Veteran status, and any other status. CodeSignal is proud to be an Equal Opportunity Employer.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
35,"Senior Shopify Developer (Remote + Flexible)","Storetasker","Brooklyn, NY","https://weworkremotely.com/remote-jobs/storetasker-senior-shopify-developer-remote-flexible-3",NULL,"Shopify developers love to freelance with Storetasker.
Endless, quality clients: from well known DTC brands to top agencies. 
Fully remote, flexible: work as much or as little as you want, wherever you want. 
A talented and helpful community: it's freelance (with a team).
Earn $100-$200 per hour: pick your clients, and send your own quotes or retainers. 

We've connected our community of Shopify developers to over 32,000 e-commerce brands. From new brands pre-launch, to some of the most successful Shopify Plus sites, to top creative agencies. Clients include: Alpha Industries, Boll & Branch, Superfluid, Jack Henry, Plenaire, and Fulton among many more.

Why Storetasker?
Endless clients & project opportunities: you’ll see between 5 - 50 new opportunities per day and can pick any lead you want. 
You’ll earn more: some experts are making $250k+ per year. 
A high quality community: we carefully select about 5% of those who apply. 
Remote: work from anywhere, anytime. 
Flexible: take on as many clients as you want.
No external ratings: you’re already a professional. No need to prove it. 
Great Software: that makes it easy to manage more clients and increase billable hours.
Support when you need it: we offer project support 7 days per week. 
Community (not competition): you pick your clients, projects, and never compete against other Experts in the community. 

Learn more and join! It’s confidential, and takes less than 5 minutes.

Here's who we're looking for:
Ambitious part time and full-time freelancers and boutique agencies.
Who have 3+ years of Shopify experience, and 5+ years of web development experience. 
And who have managed projects, deadlines, and communication successfully. 

Especially people with some of these skills:
Front-end or full-stack Shopify development
Headless e-commerce development
Conversion rate optimization
E-commerce expertise and strategy
SEO 
Site Speed
Builder and/or Shogun

It takes just a few minutes to join.

Here's what a few current members have to say:

""Storetasker has changed my life - I'm not only making more, but I'm getting quality leads, a diverse slate of projects, and access to an amazing group of developers. Plus, I love the HQ team!"" - Adan, United States, Storetasker Expert since March 2020

""Storetasker has connected me with clients that would never have been possible without them. That combined with an incredible support network and community makes joining an amazing opportunity for any developer”"" - Mark, England, Storetasker Expert since 2019

""Storetasker has allowed me to live out my dreams as an independent developer - to move to Toronto and continue doing what I love: solving interesting problems and helping apparel companies grow."" - Siah, Canada, Storetasker Expert since 2017

Our Mission:

We're a company built by ex-freelancers who know the ins and outs of being an independent entrepreneur. We've experienced first-hand the shortcomings of other freelance platforms and the pain-points of being fully independent. Our mission is to empower e-commerce entrepreneurs by giving them the experts, insights, and resources to succeed. 

Questions? Reach out at experts@storetasker.com.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
